System_name,Input,Algo,Real,TP,FP,FN,precision,recall
74181,11001000110001,"[['gate194', 'gate181', 'gate173', 'gate158'], ['gate91', 'gate90', 'gate194', 'gate181'], ['gate89', 'gate88', 'gate194', 'gate181'], ['gate29', 'gate90', 'gate194', 'gate181'], ['gate93', 'gate92', 'gate194', 'gate181'], ['gate95', 'gate94', 'gate194', 'gate181'], ['gate94', 'gate31', 'gate194', 'gate181']]","[['gate194', 'gate181', 'gate173', 'gate158'], ['gate91', 'gate90', 'gate194', 'gate181'], ['gate89', 'gate88', 'gate194', 'gate181'], ['gate29', 'gate90', 'gate194', 'gate181'], ['gate93', 'gate92', 'gate194', 'gate181'], ['gate95', 'gate94', 'gate194', 'gate181'], ['gate94', 'gate31', 'gate194', 'gate181']]",7,0,0,1.0,1.0
74181,00100101101011,"[['gate194', 'gate188', 'gate181', 'gate173'], ['gate93', 'gate194', 'gate181', 'gate173'], ['gate92', 'gate194', 'gate181', 'gate173']]","[['gate194', 'gate188'], ['gate92', 'gate194'], ['gate93', 'gate194']]",0,3,3,0.0,0.0
74181,11110101001001,"[['gate194', 'gate191'], ['gate95', 'gate194']]","[['gate194', 'gate191'], ['gate95', 'gate194']]",2,0,0,1.0,1.0
74181,11111100100001,[['gate92']],"[['gate194', 'gate182']]",0,1,1,0.0,0.0
74181,00000000000000,"[['gate92', 'gate181', 'gate173']]","[['gate92', 'gate181', 'gate173']]",1,0,0,1.0,1.0
74181,10101100100111,"[['gate181', 'gate173']]","[['gate188'], ['gate92'], ['gate93']]",0,1,3,0.0,0.0
74181,01000000001000,"[['gate95', 'gate88', 'gate194', 'gate181'], ['gate31', 'gate88', 'gate194', 'gate181']]","[['gate95', 'gate194', 'gate182'], ['gate31', 'gate194', 'gate182']]",0,2,2,0.0,0.0
74181,01100010101011,"[['gate188', 'gate181', 'gate173'], ['gate30', 'gate181', 'gate173'], ['gate92', 'gate158', 'gate173'], ['gate93', 'gate181', 'gate173']]","[['gate188', 'gate181', 'gate173'], ['gate30', 'gate181', 'gate173'], ['gate92', 'gate158', 'gate173'], ['gate93', 'gate181', 'gate173']]",4,0,0,1.0,1.0
74181,01011111100011,"[['gate194', 'gate191', 'gate185', 'gate173', 'gate158'], ['gate92', 'gate194', 'gate158', 'gate173', 'gate27'], ['gate93', 'gate194', 'gate158', 'gate173', 'gate27'], ['gate30', 'gate194', 'gate158', 'gate173', 'gate27'], ['gate31', 'gate90', 'gate194', 'gate158', 'gate173'], ['gate194', 'gate188', 'gate158', 'gate173', 'gate27'], ['gate95', 'gate88', 'gate90', 'gate194', 'gate182'], ['gate95', 'gate89', 'gate88', 'gate90', 'gate194'], ['gate89', 'gate88', 'gate90', 'gate194', 'gate191'], ['gate90', 'gate194', 'gate191', 'gate158', 'gate173'], ['gate31', 'gate194', 'gate158', 'gate173', 'gate185'], ['gate89', 'gate31', 'gate88', 'gate90', 'gate194'], ['gate88', 'gate90', 'gate194', 'gate191', 'gate182'], ['gate31', 'gate88', 'gate90', 'gate194', 'gate182'], ['gate95', 'gate90', 'gate194', 'gate158', 'gate173'], ['gate94', 'gate90', 'gate194', 'gate158', 'gate173'], ['gate95', 'gate194', 'gate158', 'gate173', 'gate185'], ['gate91', 'gate31', 'gate194', 'gate158', 'gate173'], ['gate91', 'gate194', 'gate191', 'gate158', 'gate173'], ['gate95', 'gate91', 'gate194', 'gate158', 'gate173'], ['gate94', 'gate91', 'gate194', 'gate158', 'gate173'], ['gate94', 'gate194', 'gate158', 'gate173', 'gate185']]","[['gate191', 'gate173', 'gate158'], ['gate95', 'gate158', 'gate173'], ['gate94', 'gate158', 'gate173'], ['gate31', 'gate158', 'gate173']]",0,22,4,0.0,0.0
74181,11011110011110,"[['gate191', 'gate185', 'gate188', 'gate158'], ['gate95', 'gate182', 'gate158', 'gate27'], ['gate95', 'gate93', 'gate91', 'gate158'], ['gate95', 'gate93', 'gate158', 'gate185'], ['gate95', 'gate188', 'gate158', 'gate185'], ['gate95', 'gate91', 'gate188', 'gate158'], ['gate95', 'gate90', 'gate188', 'gate158'], ['gate95', 'gate93', 'gate90', 'gate158'], ['gate93', 'gate94', 'gate90', 'gate158'], ['gate95', 'gate92', 'gate158', 'gate185'], ['gate95', 'gate91', 'gate92', 'gate158'], ['gate95', 'gate92', 'gate90', 'gate158'], ['gate94', 'gate91', 'gate92', 'gate158'], ['gate93', 'gate91', 'gate191', 'gate158'], ['gate93', 'gate94', 'gate91', 'gate158'], ['gate93', 'gate94', 'gate158', 'gate185'], ['gate93', 'gate191', 'gate158', 'gate185'], ['gate93', 'gate90', 'gate191', 'gate158'], ['gate90', 'gate188', 'gate191', 'gate158'], ['gate91', 'gate188', 'gate191', 'gate158'], ['gate92', 'gate191', 'gate158', 'gate185'], ['gate94', 'gate92', 'gate158', 'gate185'], ['gate94', 'gate188', 'gate158', 'gate185'], ['gate94', 'gate90', 'gate188', 'gate158'], ['gate94', 'gate91', 'gate188', 'gate158'], ['gate94', 'gate92', 'gate90', 'gate158'], ['gate92', 'gate90', 'gate191', 'gate158'], ['gate91', 'gate92', 'gate191', 'gate158']]","[['gate191', 'gate185', 'gate188', 'gate158'], ['gate95', 'gate182', 'gate158', 'gate27'], ['gate95', 'gate93', 'gate91', 'gate158'], ['gate95', 'gate93', 'gate158', 'gate185'], ['gate95', 'gate188', 'gate158', 'gate185'], ['gate95', 'gate91', 'gate188', 'gate158'], ['gate95', 'gate90', 'gate188', 'gate158'], ['gate95', 'gate93', 'gate90', 'gate158'], ['gate93', 'gate94', 'gate90', 'gate158'], ['gate95', 'gate92', 'gate158', 'gate185'], ['gate95', 'gate91', 'gate92', 'gate158'], ['gate95', 'gate92', 'gate90', 'gate158'], ['gate94', 'gate91', 'gate92', 'gate158'], ['gate93', 'gate91', 'gate191', 'gate158'], ['gate93', 'gate94', 'gate91', 'gate158'], ['gate93', 'gate94', 'gate158', 'gate185'], ['gate93', 'gate191', 'gate158', 'gate185'], ['gate93', 'gate90', 'gate191', 'gate158'], ['gate90', 'gate188', 'gate191', 'gate158'], ['gate91', 'gate188', 'gate191', 'gate158'], ['gate92', 'gate191', 'gate158', 'gate185'], ['gate94', 'gate92', 'gate158', 'gate185'], ['gate94', 'gate188', 'gate158', 'gate185'], ['gate94', 'gate90', 'gate188', 'gate158'], ['gate94', 'gate91', 'gate188', 'gate158'], ['gate94', 'gate92', 'gate90', 'gate158'], ['gate92', 'gate90', 'gate191', 'gate158'], ['gate91', 'gate92', 'gate191', 'gate158']]",28,0,0,1.0,1.0
74181,10001111001110,"[['gate95', 'gate194', 'gate181', 'gate173', 'gate27']]","[['gate95', 'gate194', 'gate181', 'gate173', 'gate27']]",1,0,0,1.0,1.0
74181,01110000000000,"[['gate93', 'gate29', 'gate194', 'gate181'], ['gate28', 'gate194', 'gate188', 'gate181'], ['gate93', 'gate194', 'gate181', 'gate185'], ['gate29', 'gate30', 'gate194', 'gate181'], ['gate91', 'gate30', 'gate194', 'gate181'], ['gate30', 'gate194', 'gate181', 'gate185'], ['gate89', 'gate194', 'gate188', 'gate181'], ['gate93', 'gate91', 'gate194', 'gate181']]","[['gate93', 'gate29', 'gate194', 'gate181'], ['gate28', 'gate194', 'gate188', 'gate181'], ['gate93', 'gate194', 'gate181', 'gate185'], ['gate29', 'gate30', 'gate194', 'gate181'], ['gate91', 'gate30', 'gate194', 'gate181'], ['gate30', 'gate194', 'gate181', 'gate185'], ['gate89', 'gate194', 'gate188', 'gate181'], ['gate93', 'gate91', 'gate194', 'gate181']]",8,0,0,1.0,1.0
74181,00001101101101,"[['gate93', 'gate88'], ['gate88', 'gate188'], ['gate92', 'gate88']]","[['gate93', 'gate88'], ['gate88', 'gate188'], ['gate92', 'gate88']]",3,0,0,1.0,1.0
74181,01100100101111,"[['gate194', 'gate185', 'gate181', 'gate173', 'gate158'], ['gate91', 'gate89', 'gate88', 'gate194', 'gate181'], ['gate89', 'gate28', 'gate194', 'gate181', 'gate185'], ['gate29', 'gate28', 'gate194', 'gate181', 'gate182'], ['gate88', 'gate29', 'gate194', 'gate181', 'gate182'], ['gate29', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate90', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate91', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate88', 'gate194', 'gate181', 'gate182', 'gate185'], ['gate89', 'gate88', 'gate29', 'gate194', 'gate181'], ['gate89', 'gate29', 'gate28', 'gate194', 'gate181'], ['gate91', 'gate88', 'gate194', 'gate181', 'gate182'], ['gate91', 'gate28', 'gate194', 'gate181', 'gate182'], ['gate28', 'gate194', 'gate181', 'gate182', 'gate185'], ['gate89', 'gate88', 'gate194', 'gate181', 'gate185'], ['gate91', 'gate89', 'gate28', 'gate194', 'gate181']]","[['gate194', 'gate185', 'gate181', 'gate173', 'gate158'], ['gate91', 'gate89', 'gate88', 'gate194', 'gate181'], ['gate89', 'gate28', 'gate194', 'gate181', 'gate185'], ['gate29', 'gate28', 'gate194', 'gate181', 'gate182'], ['gate88', 'gate29', 'gate194', 'gate181', 'gate182'], ['gate29', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate90', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate91', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate88', 'gate194', 'gate181', 'gate182', 'gate185'], ['gate89', 'gate88', 'gate29', 'gate194', 'gate181'], ['gate89', 'gate29', 'gate28', 'gate194', 'gate181'], ['gate91', 'gate88', 'gate194', 'gate181', 'gate182'], ['gate91', 'gate28', 'gate194', 'gate181', 'gate182'], ['gate28', 'gate194', 'gate181', 'gate182', 'gate185'], ['gate89', 'gate88', 'gate194', 'gate181', 'gate185'], ['gate91', 'gate89', 'gate28', 'gate194', 'gate181']]",16,0,0,1.0,1.0
74181,00011001001100,"[['gate194', 'gate191', 'gate173']]","[['gate194', 'gate191', 'gate173']]",1,0,0,1.0,1.0
74181,11011011001001,"[['gate94', 'gate88', 'gate194'], ['gate94', 'gate194', 'gate182'], ['gate194', 'gate182', 'gate27'], ['gate88', 'gate194', 'gate27']]","[['gate92', 'gate88', 'gate194'], ['gate92', 'gate194', 'gate182']]",0,4,2,0.0,0.0
74181,00011100000110,"[['gate194', 'gate191', 'gate158'], ['gate94', 'gate194', 'gate158'], ['gate95', 'gate194', 'gate158']]",[['gate158']],0,3,1,0.0,0.0
74181,01110000001101,"[['gate94', 'gate181']]","[['gate95', 'gate173']]",0,1,1,0.0,0.0
74181,01011010100001,"[['gate194', 'gate191', 'gate185', 'gate173'], ['gate29', 'gate194', 'gate191', 'gate173'], ['gate95', 'gate194', 'gate173', 'gate185'], ['gate91', 'gate31', 'gate194', 'gate173'], ['gate95', 'gate29', 'gate194', 'gate173'], ['gate31', 'gate29', 'gate194', 'gate173'], ['gate95', 'gate91', 'gate194', 'gate173'], ['gate91', 'gate194', 'gate191', 'gate173'], ['gate31', 'gate194', 'gate173', 'gate185']]","[['gate194', 'gate191', 'gate185', 'gate173'], ['gate29', 'gate194', 'gate191', 'gate173'], ['gate95', 'gate194', 'gate173', 'gate185'], ['gate91', 'gate31', 'gate194', 'gate173'], ['gate95', 'gate29', 'gate194', 'gate173'], ['gate31', 'gate29', 'gate194', 'gate173'], ['gate95', 'gate91', 'gate194', 'gate173'], ['gate91', 'gate194', 'gate191', 'gate173'], ['gate31', 'gate194', 'gate173', 'gate185']]",9,0,0,1.0,1.0
74181,10001011100110,"[['gate194', 'gate191', 'gate182']]","[['gate94', 'gate88', 'gate194'], ['gate95', 'gate88', 'gate194'], ['gate94', 'gate194', 'gate182'], ['gate88', 'gate194', 'gate191']]",0,1,4,0.0,0.0
74181,01010111010011,"[['gate89', 'gate90', 'gate181', 'gate27']]","[['gate89', 'gate90', 'gate181', 'gate27']]",1,0,0,1.0,1.0
74181,00111000111110,"[['gate191', 'gate182', 'gate173'], ['gate191', 'gate173', 'gate27'], ['gate95', 'gate182', 'gate173'], ['gate95', 'gate89', 'gate173'], ['gate94', 'gate173', 'gate27'], ['gate89', 'gate191', 'gate173'], ['gate88', 'gate191', 'gate173'], ['gate94', 'gate89', 'gate173'], ['gate95', 'gate88', 'gate173'], ['gate94', 'gate182', 'gate173'], ['gate94', 'gate88', 'gate173']]","[['gate191', 'gate181', 'gate182'], ['gate191', 'gate181', 'gate27'], ['gate95', 'gate89', 'gate181'], ['gate89', 'gate191', 'gate181'], ['gate94', 'gate89', 'gate181'], ['gate94', 'gate181', 'gate182'], ['gate95', 'gate88', 'gate181'], ['gate95', 'gate181', 'gate182'], ['gate94', 'gate88', 'gate181'], ['gate94', 'gate181', 'gate27'], ['gate88', 'gate191', 'gate181']]",0,11,11,0.0,0.0
74181,11000110001110,"[['gate94', 'gate30', 'gate182'], ['gate93', 'gate94', 'gate182'], ['gate92', 'gate89', 'gate191'], ['gate95', 'gate92', 'gate89'], ['gate94', 'gate92', 'gate89'], ['gate94', 'gate89', 'gate188'], ['gate94', 'gate89', 'gate30'], ['gate93', 'gate94', 'gate89']]","[['gate94', 'gate30', 'gate182'], ['gate93', 'gate94', 'gate182'], ['gate92', 'gate89', 'gate191'], ['gate95', 'gate92', 'gate89'], ['gate94', 'gate92', 'gate89'], ['gate94', 'gate89', 'gate188'], ['gate94', 'gate89', 'gate30'], ['gate93', 'gate94', 'gate89']]",8,0,0,1.0,1.0
74181,10001011111100,"[['gate94', 'gate194', 'gate173']]","[['gate94', 'gate89', 'gate194']]",0,1,1,0.0,0.0
74181,01100001010001,"[['gate92', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate30', 'gate194', 'gate181', 'gate158', 'gate173'], ['gate93', 'gate194', 'gate181', 'gate158', 'gate173']]","[['gate92', 'gate181', 'gate158', 'gate173'], ['gate30', 'gate181', 'gate158', 'gate173'], ['gate93', 'gate181', 'gate158', 'gate173']]",0,3,3,0.0,0.0
74181,10110001111000,"[['gate194', 'gate188', 'gate181', 'gate173', 'gate158'], ['gate92', 'gate194', 'gate181', 'gate158', 'gate173']]","[['gate194', 'gate188', 'gate181', 'gate173', 'gate158'], ['gate92', 'gate194', 'gate181', 'gate158', 'gate173']]",2,0,0,1.0,1.0
74181,00001001010110,"[['gate191', 'gate185', 'gate188', 'gate173'], ['gate95', 'gate182', 'gate173', 'gate27'], ['gate95', 'gate93', 'gate173', 'gate185'], ['gate95', 'gate93', 'gate91', 'gate173'], ['gate95', 'gate89', 'gate173', 'gate27'], ['gate95', 'gate188', 'gate173', 'gate185'], ['gate95', 'gate91', 'gate188', 'gate173'], ['gate93', 'gate191', 'gate173', 'gate185'], ['gate93', 'gate91', 'gate191', 'gate173'], ['gate91', 'gate188', 'gate191', 'gate173']]","[['gate95', 'gate88', 'gate173', 'gate27'], ['gate93', 'gate94', 'gate90', 'gate173'], ['gate95', 'gate90', 'gate188', 'gate173'], ['gate95', 'gate92', 'gate173', 'gate185'], ['gate94', 'gate92', 'gate173', 'gate185'], ['gate92', 'gate191', 'gate173', 'gate185'], ['gate95', 'gate92', 'gate90', 'gate173'], ['gate94', 'gate92', 'gate90', 'gate173'], ['gate94', 'gate188', 'gate173', 'gate185'], ['gate95', 'gate91', 'gate92', 'gate173'], ['gate95', 'gate93', 'gate90', 'gate173'], ['gate93', 'gate90', 'gate191', 'gate173'], ['gate93', 'gate94', 'gate173', 'gate185'], ['gate93', 'gate94', 'gate91', 'gate173'], ['gate94', 'gate91', 'gate188', 'gate173'], ['gate94', 'gate91', 'gate92', 'gate173'], ['gate91', 'gate92', 'gate191', 'gate173'], ['gate90', 'gate188', 'gate191', 'gate173'], ['gate94', 'gate90', 'gate188', 'gate173'], ['gate92', 'gate90', 'gate191', 'gate173']]",0,10,20,0.0,0.0
74181,00001000100001,"[['gate89', 'gate181', 'gate173', 'gate27'], ['gate181', 'gate182', 'gate173', 'gate27'], ['gate88', 'gate158', 'gate173', 'gate27']]","[['gate89', 'gate181', 'gate27'], ['gate181', 'gate182', 'gate27']]",0,3,2,0.0,0.0
74181,01000111111101,"[['gate194', 'gate188', 'gate158']]","[['gate93', 'gate194', 'gate158'], ['gate91', 'gate92', 'gate194']]",0,1,2,0.0,0.0
74181,01110011010001,"[['gate31', 'gate88', 'gate30', 'gate158'], ['gate94', 'gate88', 'gate90', 'gate158'], ['gate94', 'gate90', 'gate182', 'gate158'], ['gate92', 'gate31', 'gate88', 'gate158'], ['gate95', 'gate92', 'gate88', 'gate158'], ['gate31', 'gate30', 'gate182', 'gate158'], ['gate92', 'gate31', 'gate182', 'gate158'], ['gate90', 'gate182', 'gate158', 'gate27'], ['gate95', 'gate93', 'gate182', 'gate158'], ['gate93', 'gate31', 'gate182', 'gate158'], ['gate93', 'gate31', 'gate88', 'gate158'], ['gate93', 'gate88', 'gate191', 'gate158'], ['gate95', 'gate93', 'gate88', 'gate158'], ['gate93', 'gate191', 'gate182', 'gate158'], ['gate88', 'gate30', 'gate191', 'gate158'], ['gate88', 'gate90', 'gate158', 'gate27'], ['gate94', 'gate91', 'gate158', 'gate173'], ['gate91', 'gate88', 'gate158', 'gate27'], ['gate94', 'gate182', 'gate158', 'gate185'], ['gate88', 'gate158', 'gate185', 'gate27'], ['gate30', 'gate191', 'gate182', 'gate158'], ['gate94', 'gate88', 'gate158', 'gate185'], ['gate92', 'gate191', 'gate182', 'gate158'], ['gate95', 'gate30', 'gate182', 'gate158'], ['gate182', 'gate158', 'gate185', 'gate27'], ['gate95', 'gate92', 'gate182', 'gate158'], ['gate95', 'gate88', 'gate30', 'gate158'], ['gate92', 'gate88', 'gate191', 'gate158']]","[['gate191', 'gate185', 'gate182', 'gate158'], ['gate95', 'gate88', 'gate90', 'gate158'], ['gate95', 'gate91', 'gate158', 'gate173'], ['gate90', 'gate191', 'gate182', 'gate158'], ['gate88', 'gate191', 'gate158', 'gate185'], ['gate95', 'gate88', 'gate158', 'gate185'], ['gate31', 'gate88', 'gate158', 'gate185'], ['gate93', 'gate94', 'gate182', 'gate158'], ['gate93', 'gate94', 'gate88', 'gate158'], ['gate31', 'gate88', 'gate90', 'gate158'], ['gate91', 'gate191', 'gate158', 'gate173'], ['gate91', 'gate31', 'gate158', 'gate173'], ['gate95', 'gate90', 'gate182', 'gate158'], ['gate31', 'gate90', 'gate182', 'gate158'], ['gate88', 'gate90', 'gate191', 'gate158'], ['gate95', 'gate182', 'gate158', 'gate185'], ['gate31', 'gate182', 'gate158', 'gate185']]",0,28,17,0.0,0.0
74181,01011101010000,"[['gate92', 'gate89', 'gate181'], ['gate89', 'gate188', 'gate181']]","[['gate188', 'gate181', 'gate182'], ['gate92', 'gate88', 'gate181'], ['gate93', 'gate91', 'gate181'], ['gate93', 'gate181', 'gate185'], ['gate92', 'gate181', 'gate182']]",0,2,5,0.0,0.0
74181,11111101101110,"[['gate194', 'gate188', 'gate181', 'gate158'], ['gate92', 'gate194', 'gate181', 'gate158'], ['gate93', 'gate194', 'gate181', 'gate158']]","[['gate194', 'gate188', 'gate181', 'gate158'], ['gate92', 'gate194', 'gate181', 'gate158'], ['gate93', 'gate194', 'gate181', 'gate158']]",3,0,0,1.0,1.0
74181,00110010111000,"[['gate194', 'gate182', 'gate158'], ['gate88', 'gate194', 'gate158'], ['gate92', 'gate194', 'gate27'], ['gate89', 'gate194', 'gate158']]","[['gate194', 'gate182'], ['gate89', 'gate194'], ['gate88', 'gate194']]",0,4,3,0.0,0.0
74181,01011000001111,"[['gate94', 'gate188', 'gate173', 'gate27'], ['gate94', 'gate30', 'gate173', 'gate27'], ['gate94', 'gate28', 'gate191', 'gate185'], ['gate94', 'gate89', 'gate191', 'gate185'], ['gate93', 'gate94', 'gate173', 'gate27'], ['gate89', 'gate181', 'gate158', 'gate185'], ['gate28', 'gate181', 'gate158', 'gate185'], ['gate28', 'gate90', 'gate181', 'gate158'], ['gate89', 'gate90', 'gate181', 'gate158']]","[['gate94', 'gate188', 'gate173', 'gate27'], ['gate94', 'gate30', 'gate173', 'gate27'], ['gate94', 'gate28', 'gate191', 'gate185'], ['gate94', 'gate89', 'gate191', 'gate185'], ['gate93', 'gate94', 'gate173', 'gate27'], ['gate89', 'gate181', 'gate158', 'gate185'], ['gate28', 'gate181', 'gate158', 'gate185'], ['gate28', 'gate90', 'gate181', 'gate158'], ['gate89', 'gate90', 'gate181', 'gate158']]",9,0,0,1.0,1.0
